MONTH,DATE,MODEL,PO NO 1.,Item,PO NO 2.,DEST,QTY,PO TYPE,REPACKING PO,REPACKING ,RESULT,PARTIAL Q'TY,"PARTIAL
NO",BUILDING,LINE,TQC NUM,EMPLOYEE NO,QTY INSPECTION,OFFICIAL INSPECTOR,INSPECTOR TYPE,DESCRIPTION,REMARKS,INTERNAL INSPECTOR,Stitching issue,Wrong Packing issue(prs),NOTE
7,8/7/25,ADVANTAGE,901050630,1,901050630-1,USA,"2,968",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 06-2,10C,624050200,32,MR.BÌNH,LO,Poor Shape(1),,,,,
7,8/7/25,VL COURT 3.0 EL C,901153753,1,901153753-1,USA,641,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 04-1,R5C,620120148,80,MS.NGÂN,LEVEL 1,"Over Cement(2),Wobbling(1)",,,,,
7,8/7/25,GRAND COURT 2.0 EL C,901079257,1,901079257-1,United Kingdom,722,FAIL PO,NORMAL PO,,FAIL,,,C,Asc 02-2,8C,624070252,80,MS.HUỲNH,LEVEL 1,"Bonding Gap(5),Wrinkle(4)",OFFICIAL,,,,
7,9/7/25,VL COURT 3.0 K,900685482,1,900685482-1,Netherlands,505,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 02-1,30A,624070060,80,MS.HUỲNH,LEVEL 1,Wobbling(2),,,,,
7,9/7/25,LITE RACER ADAPT 7.0 I,900894205,1,900894205-1,USA,840,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 04-1,18A,623100210,80,MS.NGÂN,LEVEL 1,"Left/Right Component Mismatch(2),Thread Ends(3),Over Cement(2)",,,,,
7,9/7/25,ASPYRE,901053829,1,901053829-1,Netherlands,334,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 10-2,29A,624030533,50,MS.NGÂN,LEVEL 1,"Over Cement(2),Dirty O'S(3)",,,,,
7,9/7/25,ASPYRE 00s,901045981,1,901045981-1,Brazil,365,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 09-2,13A,622021338,50,MS.HUỲNH,LEVEL 1,Bonding Gap(2),,,,,
7,9/7/25,Tensaur Sport 2.0 CF K,900988145,1,900988145-1,Brazil,145,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 07-1,32A,624060384,20,MRS.LY,MANAGER,No issue,,LEVEL 1 (NHI) AQL -> TOP MANAGER (MRS.LY),,,
7,9/7/25,Tensaur Sport 2.0 CF K,900988634,1,900988634-1,Mexico,179,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 09-1,17A,624030271,32,MRS.LY,MANAGER,No issue,,LEVEL 1 (NHI) AQL -> TOP MANAGER (MRS.LY),,,
7,9/7/25,Tensaur Sport 2.0 CF K,4500068401,10,4500068401-10,South Africa,1,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 05-1,23A,624110228,1,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,GRAND COURT 2.0,901038984,1,901038984-1,USA,325,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 06-2,14A,622030023,50,MS.NGÂN,LEVEL 1,"Over Cement(2),Wobbling(2)",,,,,
7,9/7/25,GRAND COURT 2.0,901072028,1,901072028-1,USA,448,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 05-1,23A,624110228,50,MRS.LY,MANAGER,No issue,,LEVEL 1 (NHI) AQL -> TOP MANAGER (MRS.LY),,,
7,9/7/25,LIGHTSHIFT,900899263,1,900899263-1,USA,360,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 01-1,31A,624060331,50,MR.MOON,MANAGER,No issue,,LEVEL 1 (NGÂN) AQL -> TOP MANAGER (MR.MOON),,,
7,9/7/25,LIGHTSHIFT,900899442,1,900899442-1,USA,894,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 01-1,31A,624060331,80,MRS.LY,MANAGER,No issue,,LEVEL 1 (NHI) AQL -> TOP MANAGER (MRS.LY),,,
7,9/7/25,Tensaur Sport 2.0 K,900890132,1,900890132-1,Panama,128,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 04-2,R4A,620080362,20,MR.MOON,MANAGER,No issue,,LEVEL 1 (NGÂN) AQL -> TOP MANAGER (MR.MOON),,,
7,9/7/25,TENSAUR SPORT 2.0 CF I,901216907,1,901216907-1,Netherlands,18,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,5,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,TENSAUR SPORT 2.0 CF I,901216910,1,901216910-1,Netherlands,47,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,8,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,TENSAUR SPORT 2.0 CF I,901216913,1,901216913-1,Netherlands,20,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,5,MS.HUỲNH,LEVEL 1,No issue,,,,,
7,9/7/25,ADVANTAGE K,901216929,1,901216929-1,Netherlands,14,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,3,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,GRAND COURT 2.0,901216935,1,901216935-1,Netherlands,46,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,8,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,GRAND COURT 2.0 EL C,901216946,1,901216946-1,Netherlands,19,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,5,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,GALAXY 7 W,901216947,1,901216947-1,Netherlands,70,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,13,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,GRAND COURT 2.0 EL C,901216952,1,901216952-1,Netherlands,13,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,3,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,GRAND COURT 2.0,901216954,1,901216954-1,Netherlands,11,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,3,MS.HUỲNH,LEVEL 1,No issue,,,,,
7,9/7/25,GRAND COURT 2.0 EL C,901216956,1,901216956-1,Netherlands,17,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,5,MS.HUỲNH,LEVEL 1,No issue,,,,,
7,9/7/25,VL COURT 3.0 EL C,901216958,1,901216958-1,Netherlands,44,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,8,MR.NHỨT,LEVEL 1,No issue,,,,,
7,9/7/25,VL COURT 3.0 K,901216960,1,901216960-1,Netherlands,10,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,3,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,VL COURT 3.0 EL C,901216964,1,901216964-1,Netherlands,39,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,8,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,VL COURT 3.0 EL C,901216965,1,901216965-1,Netherlands,44,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,8,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,GRAND COURT 2.0,901216967,1,901216967-1,Netherlands,33,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,8,MS.HUỲNH,LEVEL 1,No issue,,,,,
7,9/7/25,LIGHTSHIFT,901216968,1,901216968-1,Netherlands,10,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,3,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,TENSAUR SPORT 2.0 CF I,901216970,1,901216970-1,Netherlands,327,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,50,MS.HUỲNH,LEVEL 1,No issue,,,,,
7,9/7/25,TENSAUR SPORT 2.0 CF I,901216971,1,901216971-1,Netherlands,10,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,3,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,ADVANTAGE BASE 2.0 CF C,901216980,1,901216980-1,Netherlands,14,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,3,MR.NHỨT,LEVEL 1,No issue,,,,,
7,9/7/25,GALAXY 7 M,901216982,1,901216982-1,Netherlands,79,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,13,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,TENSAUR RUN 3.0 J,901216983,1,901216983-1,Netherlands,41,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,8,MS.HUỲNH,LEVEL 1,No issue,,,,,
7,9/7/25,GALAXY 7 W,901216984,1,901216984-1,Netherlands,12,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,3,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,GALAXY 7 M,901216985,1,901216985-1,Netherlands,27,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,8,MR.NHỨT,LEVEL 1,No issue,,,,,
7,9/7/25,GRAND COURT 2.0 EL C,901216987,1,901216987-1,Netherlands,17,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,5,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,TENSAUR COMFORT AC J,901216988,1,901216988-1,Netherlands,16,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,5,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,LITE RACER ADAPT 7.0 I,901216989,1,901216989-1,Netherlands,13,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,3,MS.HUỲNH,LEVEL 1,No issue,,,,,
7,9/7/25,VL COURT 3.0 K,901216990,1,901216990-1,Netherlands,10,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,3,MR.NHỨT,LEVEL 1,No issue,,,,,
7,9/7/25,GALAXY 7 M,901216991,1,901216991-1,Netherlands,11,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,3,MR.NHỨT,LEVEL 1,No issue,,,,,
7,9/7/25,TENSAUR COMFORT AC J,901216992,1,901216992-1,Netherlands,20,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,5,MS.HUỲNH,LEVEL 1,No issue,,,,,
7,9/7/25,TENSAUR SPORT 2.0 CF K,901216993,1,901216993-1,Netherlands,138,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,20,MR.NHỨT,LEVEL 1,No issue,,,,,
7,9/7/25,GALAXY 7 M,901216994,1,901216994-1,Netherlands,18,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,5,MR.NHỨT,LEVEL 1,No issue,,,,,
7,9/7/25,GRAND COURT 2.0,901216995,1,901216995-1,Netherlands,16,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,5,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,GRAND COURT 2.0 EL C,901216996,1,901216996-1,Netherlands,17,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,5,MS.HUỲNH,LEVEL 1,No issue,,,,,
7,9/7/25,TENSAUR COMFORT AC J,901216997,1,901216997-1,Netherlands,12,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,0,B-GRADE,0,0,3,MR.NHỨT,LEVEL 1,No issue,,,,,
7,9/7/25,Tensaur Sport 2.0 CF K,900989251,1,900989251-1,Chile,480,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 06-2,26B,623090198,50,MS.NGÂN,LEVEL 1,Left/Right Quarter Mismatch(2),,,,,
7,9/7/25,Tensaur Sport 2.0 CF K,4500473701,5,4500473701-5,South Africa,74,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 07-1,33B,624050450,13,MR.NHỨT,LEVEL 1,No issue,,,,,
7,9/7/25,Tensaur Sport 2.0 CF K,900957637,1,900957637-1,United Kingdom,520,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 06-1,40B,625010030,80,MS.HUỲNH,LEVEL 1,"Dirty O'S(1),Wobbling(2)",,,,,
7,9/7/25,Tensaur Sport 2.0 CF K,901099114,1,901099114-1,Philippines,308,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 07-1,33B,624050450,50,MS.NGÂN,LEVEL 1,"Over Primer O'S(2),Over Cement(2)",,,,,
7,9/7/25,Tensaur Sport 2.0 K,900985063,1,900985063-1,Peru,264,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 02-2,38A,622020703,32,MS.NGÂN,LEVEL 1,Dirty Upper(2),,,,,
7,9/7/25,Tensaur Sport 2.0 K,901044869,1,901044869-1,Ukraine,100,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 01-2,21B,622020056,20,MR.MOON,MANAGER,No issue,,LEVEL 1 (NGÂN) AQL -> TOP MANAGER (MR.MOON),,,
7,9/7/25,Tensaur Sport 2.0 K,901047149,1,901047149-1,United Kingdom,300,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 05-1,6B,621060243,50,MS.NGÂN,LEVEL 1,"Off Center Toe Cap(1),Wobbling(2)",,,,,
7,9/7/25,Tensaur Sport 2.0 K,901047659,1,901047659-1,Peru,750,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 04-2,43B,625030363,80,MS.NGÂN,LEVEL 1,"Dirty Upper(3),Wobbling(3)",,,,,
7,9/7/25,GALAXY 7 M,900988314,1,900988314-1,Italy,"1,600",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 08-1,37D,624110158,125,MS.HUỲNH,LEVEL 1,"Wrinkle(2),Dirty O'S(1)",,,,,
7,9/7/25,GALAXY 7 M,901050113,1,901050113-1,Netherlands,"1,310",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 09-1,22D,623090063,125,MS.HUỲNH,LEVEL 1,Over Cement(2),,,,,
7,9/7/25,GALAXY 7 M,901051197,1,901051197-1,Netherlands,"1,431",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 10-1,13D,624100308,125,MR.NHỨT,LEVEL 1,"Dirty M'S(1),Bonding Gap(2)",,,,,
7,9/7/25,GALAXY 7 M,901055488,1,901055488-1,Netherlands,"8,000",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,3200,P1,C,Asc 11-1,25D,622070156,125,MS.NGÂN,LEVEL 1,"Over Cement(3),Dirty M'S(4)",,,,,
7,9/7/25,GALAXY 7 W,901075887,1,901075887-1,Netherlands,519,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 10-2,3D,622080106,80,MRS.NHI,LEVEL 1,Wobbling(2),,,,,
7,9/7/25,GRAND COURT 2.0,901047106,1,901047106-1,USA,315,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 06-2,17D,624060040,50,MR.MOON,MANAGER,No issue,,LEVEL 1 (NGÂN) AQL -> TOP MANAGER (MR.MOON),,,
7,9/7/25,GRAND COURT 2.0 EL C,901035974,1,901035974-1,United Kingdom,240,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 01-1,10D,624040283,32,MRS.NHI,LEVEL 1,Wrinkle Collar Lining(1),,,,,
7,9/7/25,GRAND COURT 2.0 EL C,901079259,1,901079259-1,Brazil,118,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 01-1,10D,624040283,20,MRS.NHI,LEVEL 1,Dirty Collar Lining(1),,,,,
7,9/7/25,VS PACE 2.0,901004149,1,901004149-1,Netherlands,312,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,C,Asc 06-2,17D,624060040,50,MS.HUỲNH,LEVEL 1,Dirty Collar Lining(1),,,,,
7,9/7/25,Tensaur Sport 2.0 K,4500501972,2,4500501972-2,South Africa,"4,500",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 10-2,34C,625020591,250,MS.NGÂN,LEVEL 1,No issue,,,,,
7,9/7/25,Tensaur Sport 2.0 K,4500501974,2,4500501974-2,South Africa,"3,000",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 11-1,2C,623080380,125,MS.HUỲNH,LEVEL 1,No issue,,,,,
7,9/7/25,Tensaur Sport 2.0 K,4500502461,2,4500502461-2,South Africa,"4,500",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 10-2,34C,625020591,250,MR.NHỨT,LEVEL 1,No issue,,,,,
7,9/7/25,Tensaur Sport 2.0 K,4500503067,2,4500503067-2,South Africa,"1,200",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 11-1,31C,625020464,80,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,Tensaur Sport 2.0 K,4500503068,2,4500503068-2,South Africa,"1,200",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 10-1,36C,625050250,80,MRS.NHI,LEVEL 1,No issue,,,,,
7,9/7/25,Tensaur Sport 2.0 K,4500503373,2,4500503373-2,South Africa,"3,000",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 10-2,34C,625020591,125,MS.NGÂN,LEVEL 1,No issue,,,,,
7,9/7/25,VS PACE 2.0,900788297,1,900788297-1,Netherlands,462,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 03-2,18D,625030163,50,MS.HUỲNH,LEVEL 1,Dirty Shoe Laces(2),,,,,
7,9/7/25,VS PACE 2.0,900910308,1,900910308-1,United Kingdom,"1,410",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 01-1,29C,624110274,125,MS.NGÂN,LEVEL 1,"Dirty O'S(3),Dirty Collar Lining(3)",,,,,
7,9/7/25,VS PACE 2.0,900912100,1,900912100-1,United Kingdom,"1,400",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 08-1,1C,623090139,125,MS.NGÂN,LEVEL 1,"Dirty Collar Lining(3),Poor Attaching(3),Thread Ends(3)",,,,,
7,9/7/25,VS PACE 2.0,900917048,1,900917048-1,United Kingdom,"1,710",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 03-2,18D,625030163,125,MR.NHỨT,LEVEL 1,"Wrinkle(2),Dirty O'S(2)",,,,,
7,9/7/25,VS PACE 2.0,901140243,1,901140243-1,United Kingdom,557,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 02-1,16C,624030295,80,MR.NHỨT,LEVEL 1,Bonding Gap(3),,,,,
7,9/7/25,ADVANTAGE,900773984,1,900773984-1,Japan,"1,700",JAPAN PO,REPACKING PO,R4C,PASS,,,D,Asc 08-2,28C,624100065,125,MS.HUỲNH,LEVEL 1,"Bonding Gap(3),Dirty O'S(1)",,,,,
7,9/7/25,ADVANTAGE,900989321,1,900989321-1,Peru,752,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 10-1,4C,624020153,80,MS.NGÂN,LEVEL 1,Crooked Eyestay(2),,,,,
7,9/7/25,ADVANTAGE,901052061,1,901052061-1,Thailand,707,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 07-1,9,621040446,80,MS.NGÂN,LEVEL 1,"Poor Shape(2),Dirty Shoe Laces(3)",,,,,
7,9/7/25,ADVANTAGE,901058904,1,901058904-1,Philippines,755,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 10-1,34C,625020591,80,MS.HUỲNH,LEVEL 1,Wrinkle(2),,,,,
7,9/7/25,VL COURT 3.0 K,900911071,1,900911071-1,USA,327,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 05-1,15C,624090322,50,MR.NHỨT,LEVEL 1,Dirty Collar Lining(2),,,,,
7,9/7/25,VL COURT 3.0 K,901062231,1,901062231-1,USA,"1,494",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 05-1,15C,624090322,125,MR.NHỨT,LEVEL 1,Dirty Collar Lining(3),,,,,
7,9/7/25,VL COURT 3.0 K,901225209,1,901225209-1,USA,"1,322",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,D,Asc 05-1,15C,624090322,125,MR.NHỨT,LEVEL 1,Bonding Gap(2),,,,,
7,10/7/25,Tensaur Sport 2.0 CF I,900842733,1,900842733-1,Netherlands,425,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 08-2,39A,625030296,50,MRS.NHI,LEVEL 1,Dirty Upper(2),,,,,
7,10/7/25,Tensaur Sport 2.0 CF I,901044003,1,901044003-1,Netherlands,"6,920",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,3720,P2+PC,A,Asc 11-1,9A,622080458,205,MR.NHỨT,LEVEL 1,"Bonding Gap(3),Dirty Collar Lining(1),Dirty Upper(1)",,,,,
7,10/7/25,Tensaur Sport 2.0 CF I,901044089,1,901044089-1,Netherlands,"6,870",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,470,PC,A,Asc 04-2,28A,619060201,50,MS.NGÂN,LEVEL 1,Off Center Heel(2),,,,,
7,10/7/25,VL COURT 3.0 K,900685494,1,900685494-1,USA,357,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 02-2,7A,625020551,50,MS.NGÂN,LEVEL 1,Dirty O'S(2),,,,,
7,10/7/25,VL COURT 3.0 K,900685499,1,900685499-1,USA,507,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 03-2,8A,624020086,80,MS.NGÂN,LEVEL 1,Dirty O'S(2),,,,,
7,10/7/25,VL COURT 3.0 K,901045007,1,901045007-1,Netherlands,"5,786",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,2586,PC,A,Asc 01-2,4A,624060316,125,MS.NGÂN,LEVEL 1,"Over Cement(4),Wobbling(5)",,,,,
7,10/7/25,VL COURT 3.0 K,901076841,1,901076841-1,Italy,600,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 02-1,30A,624070060,80,MS.NGÂN,LEVEL 1,"Over Cement(1),Off Center Heel(2),Wrinkle(2)",,,,,
7,10/7/25,VL COURT 3.0 K,901086487,1,901086487-1,Peru,361,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 03-2,8A,624020086,50,MS.NGÂN,LEVEL 1,"Over Cement(2),Wobbling(2),Off Center Heel(1)",,,,,
7,10/7/25,LITE RACER ADAPT 7.0 I,900894600,1,900894600-1,USA,960,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 04-1,18A,623100210,80,MRS.NHI,LEVEL 1,Over Cement(2),,,,,
7,10/7/25,ASPYRE,900183530,1,900183530-1,Italy,462,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 10-2,29A,624030533,50,MRS.NHI,LEVEL 1,Over Cement(3),,,,,
7,10/7/25,ASPYRE 00s,901046075,1,901046075-1,Panama,212,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 09-2,10A,622021050,32,MRS.LY,MANAGER,No issue,,LEVEL 1 (HUỲNH) AQL -> TOP MANAGER (MRS.LY),,,
7,10/7/25,Tensaur Sport 2.0 CF K,901053873,1,901053873-1,Mexico,110,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 07-1,32A,624060384,20,MR.NHỨT,LEVEL 1,Over Cement(1),,,,,
7,10/7/25,GRAND COURT 2.0,900989642,1,900989642-1,Peru,168,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 07-1,32A,624060384,32,MRS.LY,MANAGER,No issue,,LEVEL 1 (HUỲNH) AQL -> TOP MANAGER (MRS.LY),,,
7,10/7/25,GRAND COURT 2.0,901039101,1,901039101-1,USA,"2,599",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 06-2,14A,622030023,125,MRS.NHI,LEVEL 1,"Over Cement(4),Dirty Shoe Laces(4)",,,,,
7,10/7/25,LIGHTSHIFT,900987550,1,900987550-1,USA,943,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 02-2,7A,625020551,80,MRS.NHI,LEVEL 1,"Dirty Upper(2),Wrinkle(2)",,,,,
7,10/7/25,Tensaur Sport 2.0 K,900860294,1,900860294-1,Netherlands,491,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,A,Asc 04-1,18A,623100210,50,MS.NGÂN,LEVEL 1,"Dirty O'S(2),Dirty Collar Lining(2)",,,,,
7,10/7/25,Tensaur Sport 2.0 CF K,900841470,1,900841470-1,Netherlands,349,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 05-1,6B,621060243,50,MRS.NHI,LEVEL 1,Thread Ends(2),,,,,
7,10/7/25,Tensaur Sport 2.0 CF K,900953349,1,900953349-1,United Kingdom,830,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 01-1,27A,621030280,80,MS.HUỲNH,LEVEL 1,Wobbling(3),,,,,
7,10/7/25,Tensaur Sport 2.0 CF K,901089482,1,901089482-1,Peru,888,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 01-2,18B,620030032,80,MS.HUỲNH,LEVEL 1,Over Cement(3),,,,,
7,10/7/25,Tensaur Sport 2.0 CF K,901157349,1,901157349-1,Thailand,106,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 04-2,43B,625030363,20,MS.NGÂN,LEVEL 1,Dirty O'S(1),,,,,
7,10/7/25,Tensaur Sport 2.0 K,900955820,1,900955820-1,United Kingdom,480,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 06-1,40B,625010030,50,MS.HUỲNH,LEVEL 1,Bonding Gap(1),,,,,
7,10/7/25,Tensaur Sport 2.0 CF K,900850166,1,900850166-1,United Kingdom,"2,756",NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 01-2,21B,622020056,125,MS.NGÂN,LEVEL 1,"Over Cement(4),Over Primer O'S(5)",,,,,
7,10/7/25,Tensaur Sport 2.0 CF K,900949684,1,900949684-1,United Kingdom,420,NORMAL PO (PO THƯỜNG),NORMAL PO,,PASS,,,B,Asc 04-1,9B,621030996,50,MRS.LY,MANAGER,No issue,,LEVEL 1 (HUỲNH) AQL -> TOP MANAGER (MRS.LY),,,
